,perp_sex,latitude,arrest_precinct,age_group,law_code,arrest_boro,longitude,ofns_desc,perp_race,law_cat_cd,geometry,arrest_zipcode,ofns_cat,near_school,severe,Zipcode,Zip Radius,Population,Population Density,Land Area,Water Area,Zip Home Value,Zip Income
8718,M,40.575023,60,18-24,PL 215510B,K,-73.98988,MISCELLANEOUS PENAL LAW,WHITE HISPANIC,F,POINT (987061.3422863896 148772.99256260158),11224,Miscellaneous,False,True,11224,2.0,47621.0,30841.0,1.54,0.04,317800.0,27481.0
8719,M,40.61254984,70,45-64,PL 1600500,K,-73.96285898,ROBBERY,WHITE,F,POINT (994562.0012534814 162446.9974819313),11230,Robbery,False,True,11230,1.0,86408.0,46966.0,1.84,0.0,598000.0,42170.0
8720,M,40.82781161,44,25-44,PL 1200800,B,-73.92592932,FELONY ASSAULT,BLACK,F,POINT (1004749.0016441247 240879.99657301678),10451,Assault,False,True,10451,1.0,45713.0,45043.0,1.01,0.0,170600.0,26754.0
8721,M,40.637276,63,25-44,PL 1450502,K,-73.922046,CRIMINAL MISCHIEF & RELATED OF,BLACK,F,POINT (1005885.483231144 171462.83463477684),11203,,False,True,11203,1.0,76174.0,35502.0,2.15,0.0,426100.0,48400.0
8722,M,40.574091,122,25-44,PL 1552500,S,-74.106113,PETIT LARCENY,WHITE,M,POINT (954771.3385054768 148451.13434690287),10306,Larceny,False,False,10306,3.0,55909.0,7481.0,7.47,0.06,450200.0,75807.0
8723,F,40.79071,23,25-44,PL 1200002,M,-73.950569,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (997937.6186195988 227357.75760395895),10029,Assault,False,False,10029,1.0,76003.0,92116.0,0.83,0.0,787000.0,31888.0
8724,M,40.827112,43,25-44,PL 2201601,B,-73.870576,DANGEROUS DRUGS,BLACK,F,POINT (1020068.3566680441 240642.89687870003),10472,Drugs,False,True,10472,1.0,66358.0,63167.0,1.05,0.0,429600.0,30288.0
8725,M,40.67329265,77,25-44,VTL0511001,K,-73.95702109,VEHICLE AND TRAFFIC LAWS,BLACK,M,POINT (996172.0013476736 184577.99811836355),11238,Motor Vehicle,False,False,11238,1.0,49262.0,44555.0,1.11,0.0,656800.0,65315.0
8726,M,40.76522437,114,25-44,PL 1200001,Q,-73.93169187,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (1003172.0023630256 218075.99886232836),11102,Assault,False,False,11102,1.0,34133.0,42255.0,0.81,0.0,597700.0,49924.0
8727,M,40.69366251,102,25-44,PL 2200602,Q,-73.85216387,DANGEROUS DRUGS,WHITE,F,POINT (1025246.0017988661 192030.9978790713),11421,Drugs,False,True,11421,1.0,39127.0,30376.0,1.29,0.0,414700.0,60897.0
8728,M,40.826163,44,18-24,PL 1654505,B,-73.91683,POSSESSION OF STOLEN PROPERTY,WHITE HISPANIC,F,POINT (1007267.8007768089 240281.608098882),10456,Miscellaneous,False,True,10456,1.0,86547.0,84979.0,1.02,0.0,388600.0,23452.0
8729,M,40.825296,42,<18,PL 265031B,B,-73.916145,DANGEROUS WEAPONS,WHITE HISPANIC,F,POINT (1007457.6809992293 239965.90924365888),10456,Weapons,False,True,10456,1.0,86547.0,84979.0,1.02,0.0,388600.0,23452.0
8730,M,40.63278554,121,25-44,VTL0511001,S,-74.13711256,VEHICLE AND TRAFFIC LAWS,BLACK,M,POINT (946193.0010734563 169846.996822413),10302,Motor Vehicle,False,False,10302,3.0,19088.0,15982.0,1.19,0.0,382000.0,56841.0
8731,F,40.802083,25,25-44,PL 1600500,M,-73.936999,ROBBERY,BLACK,F,POINT (1001692.2188935936 231503.74720310132),10035,Robbery,False,True,10035,1.0,33969.0,24329.0,1.4,0.0,445900.0,24533.0
8732,M,40.86937,52,<18,PL 2051001,B,-73.880047,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (1017426.1566814876 256035.34214731763),10467,Miscellaneous,True,True,10467,2.0,97060.0,41649.0,2.33,0.0,369500.0,36048.0
8733,M,40.789593,25,45-64,VTL11920U2,M,-73.929984,INTOXICATED & IMPAIRED DRIVING,ASIAN / PACIFIC ISLANDER,M,POINT (1003638.0021263874 226954.68248738634),10029,,False,False,10029,1.0,76003.0,92116.0,0.83,0.0,787000.0,31888.0
8734,F,40.759861,109,25-44,PL 1552500,Q,-73.828967,PETIT LARCENY,WHITE HISPANIC,M,POINT (1031631.5593535473 216160.8252619578),11355,Larceny,False,False,11355,1.0,85871.0,49492.0,1.74,0.0,507500.0,41884.0
8735,M,40.659044,75,25-44,PL 1211200,K,-73.882369,FELONY ASSAULT,BLACK,F,POINT (1016886.8487050387 179405.80147324625),11239,Assault,False,True,11239,1.0,13393.0,23470.0,0.57,0.01,354600.0,26275.0
8736,M,40.557925,122,25-44,PL 215510C,S,-74.121966,MISCELLANEOUS PENAL LAW,WHITE,F,POINT (950359.1070573024 142567.20411405788),10308,Miscellaneous,False,True,10308,2.0,27357.0,13864.0,1.97,0.0,452600.0,88075.0
8737,M,40.78756,23,25-44,PL 215510B,M,-73.943129,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (999998.5257407258 226211.35469433136),10029,Miscellaneous,False,True,10029,1.0,76003.0,92116.0,0.83,0.0,787000.0,31888.0
8738,M,40.832347,42,45-64,PL 1200502,B,-73.898544,FELONY ASSAULT,BLACK,F,POINT (1012325.9503554835 242539.99798133862),10459,Assault,True,True,10459,0.9090909090909091,47308.0,57907.0,0.82,0.0,343900.0,24461.0
8739,M,40.70885402,103,25-44,PL 1200502,Q,-73.77816628,FELONY ASSAULT,BLACK,F,POINT (1045752.0027247667 197608.9983366462),11433,Assault,False,True,11433,1.0,32687.0,21062.0,1.55,0.0,379700.0,42887.0
8740,M,40.767696,114,25-44,PL 1200001,Q,-73.914107,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (1008042.2943979608 218980.7824942136),11103,Assault,False,False,11103,0.8522727272727273,38780.0,54537.0,0.71,0.0,648900.0,55129.0
8741,M,40.846271,48,25-44,PL 1200001,B,-73.892057,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1014114.8476773823 247615.17268568714),10457,Assault,False,False,10457,1.0,70496.0,66425.0,1.06,0.0,397500.0,24949.0
8742,M,40.547008,122,45-64,PL 1653001,S,-74.149688,FRAUDULENT ACCOSTING,WHITE,M,POINT (942649.159608693 138601.8287007267),10308,Fraud,False,False,10308,2.0,27357.0,13864.0,1.97,0.0,452600.0,88075.0
8743,M,40.570754,122,25-44,PL 1552500,S,-74.109473,PETIT LARCENY,BLACK,M,POINT (953836.3967364937 147236.53247799035),10306,Larceny,False,False,10306,3.0,55909.0,7481.0,7.47,0.06,450200.0,75807.0
8744,M,40.841423,43,45-64,PL 1201401,B,-73.854725,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1024446.5023685542 245863.7950633666),10462,Assault,False,False,10462,1.0,75784.0,51207.0,1.48,0.0,271300.0,45864.0
8745,F,40.620689,63,45-64,PL 1201401,K,-73.918394,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1006904.6948860761 165420.67341341282),11234,Assault,False,False,11234,4.0,87757.0,11627.0,7.55,0.83,488200.0,68431.0
8746,M,40.873944,52,25-44,PL 1552500,B,-73.908788,PETIT LARCENY,WHITE HISPANIC,M,POINT (1009475.3453673372 257692.2484656739),10463,Larceny,False,False,10463,2.0,67970.0,47002.0,1.45,0.13,289700.0,54258.0
8747,M,40.76498977,109,18-24,VTL05110E3,Q,-73.82066733,NYS LAWS-UNCLASSIFIED FELONY,WHITE,F,POINT (1033927.0023100331 218033.99909187583),11355,Miscellaneous,False,True,11355,1.0,85871.0,49492.0,1.74,0.0,507500.0,41884.0
8748,F,40.769552,114,25-44,PL 215510B,Q,-73.915361,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (1007694.2841127955 219656.6464986371),11103,Miscellaneous,False,True,11103,0.8522727272727273,38780.0,54537.0,0.71,0.0,648900.0,55129.0
8749,M,40.543704,122,25-44,PL 1200001,S,-74.156578,ASSAULT 3 & RELATED OFFENSES,WHITE,M,POINT (940732.161819559 137401.45211838683),10308,Assault,False,False,10308,2.0,27357.0,13864.0,1.97,0.0,452600.0,88075.0
8750,M,40.637884,66,25-44,PL 1200001,K,-73.994589,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (985751.764482833 171674.76499623794),11219,Assault,False,False,11219,1.0,92221.0,62225.0,1.48,0.0,726700.0,34316.0
8751,M,40.87498551,47,45-64,PL 1553001,B,-73.85891668,GRAND LARCENY,BLACK,F,POINT (1023267.0024989404 258089.99886033923),10469,Larceny,False,True,10469,1.0,66631.0,26903.0,2.48,0.0,427100.0,57776.0
8752,M,40.65563377,70,25-44,PL 1202500,K,-73.95986165,MISCELLANEOUS PENAL LAW,ASIAN / PACIFIC ISLANDER,F,POINT (995387.0010629324 178143.9978959932),11226,Miscellaneous,False,True,11226,1.0,101572.0,78775.0,1.29,0.0,480500.0,40734.0
8753,M,40.827582,41,45-64,PL 265031B,B,-73.895828,DANGEROUS WEAPONS,BLACK,F,POINT (1013079.6140831702 240804.81676202838),10459,Weapons,True,True,10459,0.9090909090909091,47308.0,57907.0,0.82,0.0,343900.0,24461.0
8754,M,40.69366251,102,25-44,PL 1552500,Q,-73.85216387,PETIT LARCENY,WHITE,M,POINT (1025246.0017988661 192030.9978790713),11421,Larceny,False,False,11421,1.0,39127.0,30376.0,1.29,0.0,414700.0,60897.0
8755,M,40.8695214,47,25-44,PL 1200501,B,-73.84442228,FELONY ASSAULT,WHITE HISPANIC,F,POINT (1027279.002715753 256105.99889496458),10469,Assault,False,True,10469,1.0,66631.0,26903.0,2.48,0.0,427100.0,57776.0
8756,M,40.66219155,75,25-44,PL 1553501,K,-73.89229666,GRAND LARCENY,BLACK,F,POINT (1014131.0001574457 180548.99840475418),11207,Larceny,False,True,11207,2.0,93386.0,34965.0,2.67,0.0,403800.0,32945.0
8757,M,40.757831,14,25-44,PL 1200001,M,-73.991212,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (986684.6301463261 215375.09594135915),10018,Assault,False,False,10018,0.9090909090909091,5229.0,16251.0,0.32,0.0,1000001.0,104635.0
8758,M,40.762037,109,45-64,PL 1552500,Q,-73.827328,PETIT LARCENY,WHITE HISPANIC,M,POINT (1032084.0509459516 216954.50266756295),11354,Larceny,False,False,11354,2.0,54878.0,25324.0,2.17,0.03,380600.0,46566.0
8759,F,40.758225,18,18-24,PL 1553001,M,-73.977428,GRAND LARCENY,BLACK,F,POINT (990503.3165779031 215519.32655155932),10020,Larceny,False,True,10020,0.22727272727272727,,,,,,
8760,F,40.768122,19,25-44,PL 1552500,M,-73.961781,PETIT LARCENY,WHITE,M,POINT (994836.5670083624 219126.6331984352),10021,Larceny,False,False,10021,0.9090909090909091,43631.0,112711.0,0.39,0.0,1000001.0,107907.0
8761,M,40.873944,52,25-44,PL 1552500,B,-73.908788,PETIT LARCENY,WHITE HISPANIC,M,POINT (1009475.3453673372 257692.2484656739),10463,Larceny,False,False,10463,2.0,67970.0,47002.0,1.45,0.13,289700.0,54258.0
8762,F,40.768122,19,25-44,PL 1552500,M,-73.961781,PETIT LARCENY,WHITE,M,POINT (994836.5670083624 219126.6331984352),10021,Larceny,False,False,10021,0.9090909090909091,43631.0,112711.0,0.39,0.0,1000001.0,107907.0
8763,M,40.7694951184418,114,25-44,PL 2601001,Q,-73.9150241703895,SEX CRIMES,WHITE HISPANIC,M,POINT (1007787.6031284786 219636.01299260894),11103,Sex Crimes,False,False,11103,0.8522727272727273,38780.0,54537.0,0.71,0.0,648900.0,55129.0
8764,M,40.69366251,102,25-44,PL 1552500,Q,-73.85216387,PETIT LARCENY,WHITE,M,POINT (1025246.0017988661 192030.9978790713),11421,Larceny,False,False,11421,1.0,39127.0,30376.0,1.29,0.0,414700.0,60897.0
8765,M,40.827112,43,25-44,PL 1950500,B,-73.870576,OFFENSES AGAINST PUBLIC ADMINI,BLACK,M,POINT (1020068.3566680441 240642.89687870003),10472,Miscellaneous,False,False,10472,1.0,66358.0,63167.0,1.05,0.0,429600.0,30288.0
8766,M,40.825463,41,25-44,PL 140200X,B,-73.89294,BURGLARY,BLACK,F,POINT (1013879.811615291 240033.75187335227),10459,Burglary,False,True,10459,0.9090909090909091,47308.0,57907.0,0.82,0.0,343900.0,24461.0
8767,M,40.637884,66,25-44,PL 1200001,K,-73.994589,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (985751.764482833 171674.76499623794),11219,Assault,False,False,11219,1.0,92221.0,62225.0,1.48,0.0,726700.0,34316.0
8768,M,40.759338,115,25-44,PL 2450301,Q,-73.877526,OFF. AGNST PUB ORD SENSBLTY &,WHITE HISPANIC,M,POINT (1018179.4549115201 215947.74237120614),11369,Miscellaneous,False,False,11369,1.0,38615.0,36170.0,1.07,0.0,464500.0,53617.0
8769,M,40.680077,113,25-44,PL 1211100,Q,-73.775929,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1046399.0917064565 187126.2944458713),11434,Assault,False,False,11434,2.0,59129.0,18256.0,3.24,0.07,371900.0,59229.0
8770,M,40.754606,14,18-24,PL 1553005,M,-73.985617,GRAND LARCENY,BLACK,F,POINT (988234.8635314321 214200.32851617323),10098,Larceny,False,True,10098,,,,,,,
8771,M,40.70889966,90,18-24,PL 1601001,K,-73.95471855,ROBBERY,BLACK HISPANIC,F,POINT (996804.0012905622 197550.99636869042),11211,Robbery,True,True,11211,2.0,90117.0,39209.0,2.3,0.07,655500.0,46848.0
8772,M,40.67118632,77,25-44,PL 2200300,K,-73.94202969,DANGEROUS DRUGS,BLACK,M,POINT (1000331.0015431138 183812.99844513772),11213,Drugs,False,False,11213,0.8522727272727273,63767.0,58448.0,1.09,0.0,582300.0,34794.0
8773,M,40.82377,41,45-64,PL 1201500,B,-73.899919,ASSAULT 3 & RELATED OFFENSES,ASIAN / PACIFIC ISLANDER,M,POINT (1011949.0166021041 239414.64700297223),10459,Assault,True,False,10459,0.9090909090909091,47308.0,57907.0,0.82,0.0,343900.0,24461.0
8774,F,40.75723226,14,18-24,PL 1553005,M,-73.98979219,GRAND LARCENY,BLACK,F,POINT (987078.0001515605 215156.99808424222),10018,Larceny,False,True,10018,0.9090909090909091,5229.0,16251.0,0.32,0.0,1000001.0,104635.0
8775,F,40.832347,42,25-44,PL 1200502,B,-73.898544,FELONY ASSAULT,BLACK,F,POINT (1012325.9503554835 242539.99798133862),10459,Assault,True,True,10459,0.9090909090909091,47308.0,57907.0,0.82,0.0,343900.0,24461.0
8776,M,40.827693,30,25-44,PL 1211100,M,-73.942643,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1000123.5330805689 240833.31265270663),10039,Assault,False,False,10039,1.0,24527.0,52965.0,0.46,0.0,352300.0,33595.0
8777,M,40.825463,41,25-44,PL 140200X,B,-73.89294,BURGLARY,BLACK,F,POINT (1013879.811615291 240033.75187335227),10459,Burglary,False,True,10459,0.9090909090909091,47308.0,57907.0,0.82,0.0,343900.0,24461.0
8778,F,40.676281,77,45-64,PL 1200502,K,-73.95775,FELONY ASSAULT,WHITE,F,POINT (995969.2825133192 185666.64098784255),11238,Assault,False,True,11238,1.0,49262.0,44555.0,1.11,0.0,656800.0,65315.0
8779,F,40.873944,52,25-44,PL 1552500,B,-73.908788,PETIT LARCENY,WHITE HISPANIC,M,POINT (1009475.3453673372 257692.2484656739),10463,Larceny,False,False,10463,2.0,67970.0,47002.0,1.45,0.13,289700.0,54258.0
8780,M,40.83536418,43,25-44,VTL11920U2,B,-73.88201334,INTOXICATED & IMPAIRED DRIVING,WHITE HISPANIC,M,POINT (1016899.0018219771 243644.9971639038),10459,,False,False,10459,0.9090909090909091,47308.0,57907.0,0.82,0.0,343900.0,24461.0
8781,M,40.7534818,14,45-64,PL 2650201,M,-73.9808885,DANGEROUS WEAPONS,BLACK,F,POINT (989545.0013482351 213790.99647284485),10016,Weapons,False,True,10016,0.9090909090909091,54183.0,101814.0,0.53,0.0,759600.0,105324.0
8782,M,40.708549,90,25-44,PL 1200001,K,-73.965869,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (993712.658115462 197421.8390954831),11211,Assault,False,False,11211,2.0,90117.0,39209.0,2.3,0.07,655500.0,46848.0
8783,M,40.830318,44,25-44,PL 1211200,B,-73.912759,FELONY ASSAULT,BLACK HISPANIC,F,POINT (1008392.9666350697 241796.52201434306),10456,Assault,False,True,10456,1.0,86547.0,84979.0,1.02,0.0,388600.0,23452.0
8784,M,40.82201184,43,25-44,VTL051101A,B,-73.85826303,OTHER TRAFFIC INFRACTION,UNKNOWN,M,POINT (1023479.0000734618 238789.99952041742),10473,,False,False,10473,2.0,58519.0,26846.0,2.18,0.01,386600.0,35866.0
8785,M,40.635546,121,25-44,VTL11920U2,S,-74.137341,INTOXICATED & IMPAIRED DRIVING,WHITE HISPANIC,M,POINT (946131.1720785474 170852.80475514595),10302,,False,False,10302,3.0,19088.0,15982.0,1.19,0.0,382000.0,56841.0
8786,M,40.766342,114,25-44,PL 1200001,Q,-73.911893,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (1008656.0666547418 218488.08479388346),11103,Assault,False,False,11103,0.8522727272727273,38780.0,54537.0,0.71,0.0,648900.0,55129.0
8787,M,40.68829024,81,18-24,PL 1702500,K,-73.93909771,FORGERY,WHITE HISPANIC,F,POINT (1001140.0021279855 190044.99972669588),11221,Miscellaneous,False,True,11221,1.0,78895.0,57033.0,1.38,0.0,543800.0,39178.0
8788,M,40.76522437,114,25-44,PL 1601502,Q,-73.93169187,ROBBERY,WHITE HISPANIC,F,POINT (1003172.0023630256 218075.99886232836),11102,Robbery,False,True,11102,1.0,34133.0,42255.0,0.81,0.0,597700.0,49924.0
8789,M,40.838991,33,45-64,PL 1200502,M,-73.937557,FELONY ASSAULT,WHITE HISPANIC,F,POINT (1001528.1476167649 244950.55304081686),10032,Assault,True,True,10032,0.9659090909090909,57331.0,87199.0,0.66,0.0,334900.0,34568.0
8790,F,40.77393144,20,25-44,PL 1200502,M,-73.99200645,FELONY ASSAULT,BLACK,F,POINT (986464.0001958357 221240.99740589663),10019,Assault,False,True,10019,0.9090909090909091,42870.0,63042.0,0.68,0.0,808600.0,84424.0
8791,F,40.637276,63,25-44,PL 1450502,K,-73.922046,CRIMINAL MISCHIEF & RELATED OF,BLACK,F,POINT (1005885.483231144 171462.83463477684),11203,,False,True,11203,1.0,76174.0,35502.0,2.15,0.0,426100.0,48400.0
8792,M,40.759049,18,25-44,PL 1200001,M,-73.985221,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (988344.3036955465 215819.0763824451),10018,Assault,False,False,10018,0.9090909090909091,5229.0,16251.0,0.32,0.0,1000001.0,104635.0
8793,M,40.77335115,22,18-24,PL 1601001,M,-73.96900089,ROBBERY,BLACK,F,POINT (992836.0015050562 221030.9965294363),10021,Robbery,False,True,10021,0.9090909090909091,43631.0,112711.0,0.39,0.0,1000001.0,107907.0
8794,M,40.67749977,75,25-44,PL 1702000,K,-73.87148052,OFFENSES INVOLVING FRAUD,BLACK HISPANIC,M,POINT (1019898.002084696 186133.9983672199),11208,Fraud,False,False,11208,2.0,94469.0,27333.0,3.46,0.0,441100.0,35079.0
8795,M,40.696971,103,18-24,PL 265031B,Q,-73.8046,DANGEROUS WEAPONS,BLACK,F,POINT (1038433.0904907584 193262.21653847283),11435,Weapons,False,True,11435,2.0,53687.0,35447.0,1.51,0.0,338100.0,53041.0
8796,M,40.57729,60,45-64,PL 1200501,K,-73.95958,FELONY ASSAULT,WHITE,F,POINT (995478.3196284574 149601.34502835368),11235,Assault,False,True,11235,1.0,79132.0,35237.0,2.25,0.19,531000.0,41639.0
8797,M,40.613297,63,25-44,PL 1552500,K,-73.917184,PETIT LARCENY,BLACK,M,POINT (1007243.1497804156 162727.89029992293),11234,Larceny,False,False,11234,4.0,87757.0,11627.0,7.55,0.83,488200.0,68431.0
8798,F,40.720528,1,25-44,PL 215510B,M,-74.007582,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (982148.3041098982 201784.40079175794),10013,Miscellaneous,False,True,10013,1.0,27700.0,50154.0,0.55,0.0,1000001.0,83725.0
8799,M,40.7650240788333,18,25-44,PL 1201001,M,-73.9848359497083,FELONY ASSAULT,WHITE HISPANIC,F,POINT (988450.5993429162 217996.0120936827),10020,Assault,False,True,10020,0.22727272727272727,,,,,,
8800,F,40.755434,114,45-64,PL 2200300,Q,-73.943421,DANGEROUS DRUGS,BLACK,M,POINT (999925.2260725306 214506.73097144315),10044,Drugs,False,False,10044,2.0,11661.0,48251.0,0.24,0.0,580400.0,83066.0
8801,M,40.825296,42,<18,PL 265031B,B,-73.916145,DANGEROUS WEAPONS,BLACK,F,POINT (1007457.6809992293 239965.90924365888),10456,Weapons,False,True,10456,1.0,86547.0,84979.0,1.02,0.0,388600.0,23452.0
8802,M,40.714534,1,25-44,PL 140100A,M,-74.015669,CRIMINAL TRESPASS,WHITE HISPANIC,M,POINT (979906.2339081638 199600.90086080073),10280,,False,False,10280,0.5681818181818182,7853.0,56710.0,0.14,0.0,685700.0,129574.0
8803,M,40.873944,52,25-44,PL 1552500,B,-73.908788,PETIT LARCENY,WHITE HISPANIC,M,POINT (1009475.3453673372 257692.2484656739),10463,Larceny,False,False,10463,2.0,67970.0,47002.0,1.45,0.13,289700.0,54258.0
8804,M,40.798961,25,45-64,PL 2200300,M,-73.943488,DANGEROUS DRUGS,BLACK,M,POINT (999896.4329380254 230365.06804094597),10026,Drugs,False,False,10026,0.6818181818181818,34003.0,102315.0,0.33,0.0,602400.0,43107.0
8805,M,40.873089,50,25-44,PL 1211100,B,-73.901947,ASSAULT 3 & RELATED OFFENSES,WHITE,M,POINT (1011367.6218556693 257382.78225070713),10468,Assault,False,False,10468,1.0,76103.0,70778.0,1.08,0.02,171200.0,33776.0
8806,M,40.650298,70,18-24,PL 1552500,K,-73.959342,PETIT LARCENY,BLACK,M,POINT (995532.088205648 176200.09598466934),11226,Larceny,True,False,11226,1.0,101572.0,78775.0,1.29,0.0,480500.0,40734.0
8807,F,40.756585,115,25-44,PL 1402502,Q,-73.875603,BURGLARY,WHITE HISPANIC,F,POINT (1018713.6151978475 214945.48633263793),11369,Burglary,True,True,11369,1.0,38615.0,36170.0,1.07,0.0,464500.0,53617.0
8808,F,40.827234,43,18-24,PL 1200001,B,-73.869649,ASSAULT 3 & RELATED OFFENSES,ASIAN / PACIFIC ISLANDER,M,POINT (1020324.8394816514 240687.72629825407),10472,Assault,False,False,10472,1.0,66358.0,63167.0,1.05,0.0,429600.0,30288.0
8809,F,40.64028908,66,45-64,PL 240300H,K,-73.99479694,MISCELLANEOUS PENAL LAW,WHITE,F,POINT (985694.0009403346 172550.99731352177),11219,Miscellaneous,False,True,11219,1.0,92221.0,62225.0,1.48,0.0,726700.0,34316.0
8810,M,40.70842603,90,25-44,PL 265031B,K,-73.95790377,DANGEROUS WEAPONS,BLACK,F,POINT (995921.0017881691 197377.99826589125),11211,Weapons,False,True,11211,2.0,90117.0,39209.0,2.3,0.07,655500.0,46848.0
8811,M,40.759759,14,25-44,PL 1450501,M,-73.989811,CRIMINAL MISCHIEF & RELATED OF,ASIAN / PACIFIC ISLANDER,F,POINT (987072.681898823 216077.57138348912),10018,,False,True,10018,0.9090909090909091,5229.0,16251.0,0.32,0.0,1000001.0,104635.0
8812,M,40.583176,122,25-44,PL 2200300,S,-74.08545,DANGEROUS DRUGS,WHITE,M,POINT (960514.8381615693 151754.74772785),10305,Drugs,False,False,10305,4.0,41749.0,9819.0,4.25,0.02,415300.0,70758.0
8813,F,40.795809,23,25-44,PL 2200300,M,-73.946837,DANGEROUS DRUGS,BLACK,M,POINT (998969.8950196852 229216.10444593432),10026,Drugs,False,False,10026,0.6818181818181818,34003.0,102315.0,0.33,0.0,602400.0,43107.0
8814,M,40.87548567,47,25-44,PL 1902300,B,-73.85068928,FRAUDS,BLACK,M,POINT (1025542.0011459631 258275.99815336513),10469,Fraud,False,False,10469,1.0,66631.0,26903.0,2.48,0.0,427100.0,57776.0
8815,M,40.887325,47,25-44,PL 1552500,B,-73.847247,PETIT LARCENY,BLACK,M,POINT (1026486.4435302423 262591.1749165131),10466,Larceny,False,False,10466,2.0,67813.0,33601.0,2.02,0.0,391300.0,44012.0
8816,F,40.7623158004241,109,25-44,PL 2601001,Q,-73.8274480018593,SEX CRIMES,WHITE HISPANIC,M,POINT (1032050.6076706952 217056.01311977365),11354,Sex Crimes,False,False,11354,2.0,54878.0,25324.0,2.17,0.03,380600.0,46566.0
8817,M,40.81812323,26,25-44,PL 1553008,M,-73.96023693,GRAND LARCENY OF MOTOR VEHICLE,BLACK,F,POINT (995256.0011560993 237343.9989980122),7020,Larceny,False,True,,,,,,,,
8818,M,40.68236024,113,18-24,PL 265031B,Q,-73.7937545,DANGEROUS WEAPONS,BLACK,F,POINT (1041453.0015960222 187945.9985047596),11436,Weapons,False,True,11436,1.0,17949.0,22783.0,0.79,0.0,365500.0,62114.0
8819,F,40.709248,90,65+,PL 215510B,K,-73.953577,MISCELLANEOUS PENAL LAW,WHITE HISPANIC,F,POINT (997120.4216641791 197678.07278503623),11211,Miscellaneous,True,True,11211,2.0,90117.0,39209.0,2.3,0.07,655500.0,46848.0
8820,M,40.828666,30,45-64,PL 1552500,M,-73.943989,PETIT LARCENY,BLACK,M,POINT (999750.8013507428 241187.57108357095),10039,Larceny,True,False,10039,1.0,24527.0,52965.0,0.46,0.0,352300.0,33595.0
8821,M,40.589831,121,18-24,PL 1553001,S,-74.166688,GRAND LARCENY,BLACK,F,POINT (937954.2638473163 154211.80279062878),10314,Larceny,False,True,10314,4.0,85510.0,6235.0,13.71,0.64,437500.0,77242.0
8822,F,40.766342,114,25-44,PL 2155201,Q,-73.911893,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (1008656.0666547418 218488.08479388346),11103,Miscellaneous,False,True,11103,0.8522727272727273,38780.0,54537.0,0.71,0.0,648900.0,55129.0
